0.536	0.718	0.365	1.391	0.49	168.102	1	1
1.208	13.756	0.382	2.268	0.678	13.044	1	1
0.081	7.221	0.114	0.464	0.222	2.851	0	0
2.66	4.92	1.645	2.323	1.458	117.719	5	0
0.085	6.132	0.435	0.526	0.206	141.654	0	0
0.006	0.098	0.718	0.093	0.082	45.001	0	0
0.038	7.016	0.833	0.294	0.163	173.916	0	0
0.659	2.088	1.693	1.141	0.736	179.046	0	0
0.039	1.018	1.309	0.28	0.178	88.449	0	1
0.577	10.033	1.644	1.495	0.491	3.954	0	0
0.046	13.102	1.595	0.321	0.183	39.223	0	0
0.047	3.618	1.706	0.274	0.217	72.813	0	1
0.161	11.936	1.972	0.57	0.36	41.206	0	0
0.796	8.115	2.074	2.147	0.472	178.634	0	0
0.554	13.163	2.053	1.595	0.442	2.995	0	1
0.127	3.513	2.357	0.731	0.221	63.866	0	1
0.112	2.472	2.842	0.732	0.195	79.564	0	0
0.016	4.559	2.661	0.255	0.078	90.525	0	0
0.414	11.028	3.473	1.734	0.304	63.364	0	0
0.123	14.566	2.86	0.605	0.258	8.104	1	1
0.059	13.379	2.968	0.385	0.196	49.274	0	1
0.019	6.01	3.065	0.201	0.122	73.459	0	0
2.312	3.094	4.465	2.29	1.286	69.569	0	0
0.095	6.399	3.243	0.476	0.255	171.474	6	1
0.076	2.321	3.523	0.537	0.181	56.697	0	1
0.026	10.647	3.414	0.232	0.143	102.779	0	0
0.09	11.845	3.603	0.394	0.289	149.877	0	0
0.01	7.38	3.76	0.177	0.075	167.886	0	0
0.074	9.136	3.897	0.386	0.245	38.63	0	0
0.02	6.171	3.878	0.207	0.123	141.579	0	0
0.188	4.542	4.374	0.672	0.355	101.117	0	0
0.088	8.534	4.375	0.422	0.265	49.633	1	0
0.072	3.967	4.462	0.503	0.182	104.312	0	0
0.107	7.513	4.459	0.532	0.256	60.725	0	0
1.239	9.717	5.224	2.576	0.613	37.048	0	0
0.02	12.661	4.35	0.22	0.116	27.424	3	0
0.058	1.715	4.501	0.498	0.147	52.512	1	1
0.078	12.436	4.681	0.529	0.189	24.168	0	0
0.021	4.812	4.599	0.232	0.116	168.532	0	0
0.066	14.585	4.773	0.386	0.217	142.33	0	1
0.089	4.32	4.944	0.543	0.209	133.338	0	0
0.067	5.243	4.856	0.443	0.193	178.963	0	1
0.09	4.958	5.107	0.59	0.193	142.53	0	0
0.164	1.287	5.21	0.743	0.282	52.643	0	1
0.033	11.077	5.169	0.266	0.159	62.777	0	0
0.047	10.789	5.41	0.307	0.196	53.588	0	0
