0.098	2.921	0.221	0.601	0.207	143.743	0	0
3.553	8.955	2.256	4.491	1.007	75.62	3	1
0.025	3.381	0.222	0.256	0.125	178.769	0	0
0.081	11.322	0.421	0.522	0.198	70.254	0	0
0.033	1.044	0.501	0.252	0.168	69.135	0	0
0.054	3.641	0.627	0.402	0.171	52.122	0	0
0.135	4.333	0.801	0.872	0.197	151.726	0	0
1.616	0.709	1.576	1.99	1.034	54.883	2	1
0.244	10.797	1.36	1.016	0.305	79.402	1	0
0.116	14.015	1.591	0.654	0.226	55.667	0	0
0.056	11.475	1.517	0.32	0.223	67.213	0	0
0.068	12.013	1.585	0.35	0.247	100.095	0	0
0.58	11.546	2.407	1.421	0.519	85.084	0	0
0.057	12.714	1.897	0.351	0.208	149.197	0	0
0.02	14.225	1.984	0.24	0.108	56.142	0	0
0.036	10.672	2.239	0.249	0.182	99.079	0	0
0.244	13.778	2.378	0.768	0.405	29.461	0	0
2.242	12.909	3.777	3.972	0.719	20.688	1	0
0.092	10.46	2.835	0.435	0.27	67.579	0	1
0.067	0.758	2.888	0.373	0.228	149.855	0	0
0.089	7.898	3.936	0.399	0.283	111.78	0	0
0.142	10.371	4.162	0.61	0.296	84.483	0	1
0.738	3.59	5.006	2.814	0.334	151.567	1	0
0.064	13.438	4.304	0.414	0.197	5.098	0	0
0.612	14.33	4.958	1.501	0.519	71.336	0	0
0.239	7.364	4.889	1.052	0.289	84.564	0	0
2.087	9.81	5.608	3.268	0.813	27.988	0	1
0.082	13.083	4.87	0.339	0.307	160.607	4	0
0.192	6.478	5.531	0.784	0.311	79.837	0	0
0.45	7.926	5.655	1.173	0.489	30.602	0	0
0.292	5.458	5.561	1.458	0.255	168.552	1	0
1.623	12.216	6.97	2.692	0.768	98.309	0	0
0.065	0.111	5.953	0.377	0.219	96.633	4	0
0.391	5.301	6.29	1.13	0.441	173.191	0	0
0.048	6.75	6.036	0.301	0.201	86.881	0	0
0.286	14.215	6.79	0.937	0.389	79.309	0	0
8.964	3.892	10.681	7.394	1.544	56.168	0	1
0.42	9.842	6.974	1.158	0.462	23.413	15	1
0.088	11.277	6.739	0.403	0.277	32.077	0	0
0.034	5.732	6.99	0.294	0.145	168.971	0	0
0.036	3.944	7.07	0.244	0.186	58.661	0	0
0.272	10.918	7.92	1.202	0.289	123.129	0	0
0.177	9.169	7.934	0.719	0.313	143.754	0	0
0.409	1.789	7.988	0.938	0.555	1.035	0	1
0.049	14.164	8.028	0.312	0.199	76.916	0	0
0.042	9.677	8.148	0.282	0.189	176.35	0	1
0.125	1.059	8.522	0.524	0.304	94.906	0	0
0.682	9.363	9.041	1.162	0.747	168.977	0	1
0.056	11.921	8.571	0.308	0.233	111.479	1	0
0.025	8.576	8.62	0.224	0.141	80.462	0	0
0.822	12.462	9.594	1.87	0.56	144.511	0	0
0.162	7.635	8.944	0.908	0.227	177.215	0	0
0.108	14.711	9.24	0.595	0.232	142.031	2	0
0.078	8.284	9.197	0.395	0.25	178.786	0	0
0.033	6.632	9.373	0.234	0.178	28.293	0	0
0.517	0.995	9.618	1.922	0.342	176.593	0	0
0.206	8.32	9.566	0.886	0.296	8.753	0	0
0.023	10.069	9.585	0.224	0.132	44.412	1	1
0.032	5.621	9.599	0.249	0.166	1.574	0	0
0.552	13.838	10.196	1.073	0.655	131.744	0	0
0.032	5.451	9.889	0.288	0.141	58.378	1	0
0.049	10.395	9.914	0.321	0.195	155.935	1	1
0.062	9.589	10.098	0.346	0.227	105.668	0	1
1.136	10.738	10.653	1.343	1.077	156.593	0	0
0.346	0.504	10.879	1.097	0.401	56.968	0	0
0.138	1.88	10.548	0.484	0.362	90.809	0	1
0.224	12.107	10.954	1.113	0.256	78.45	0	0
0.033	13.377	10.529	0.241	0.174	95.414	0	0
0.145	6.355	10.793	0.78	0.237	99.78	1	0
0.034	1.066	10.583	0.24	0.18	83.834	0	0
0.022	13.581	10.666	0.209	0.134	52.57	1	0
1.252	4.466	11.683	2.538	0.628	62.425	0	0
0.322	14.088	11.11	1.046	0.392	8.527	0	0
0.101	13.191	11.374	0.547	0.235	68.454	1	0
0.153	1.746	11.558	0.72	0.27	88.482	0	1
0.122	13.594	11.65	0.588	0.263	51.125	0	0
0.052	10.95	12.189	0.368	0.181	42.187	0	0
0.136	13.308	12.268	0.566	0.306	45.92	0	0
0.034	12.329	12.376	0.264	0.166	61.632	0	0
1.029	11.482	13.103	1.723	0.761	52.876	0	0
0.022	14.889	12.693	0.192	0.149	176.211	0	0
0.457	13.169	13.507	0.957	0.608	113.899	0	0
0.07	12.527	13.201	0.455	0.195	101.032	2	0
0.048	10.302	13.242	0.4	0.154	47.32	1	1
0.554	11.951	14.058	1.172	0.602	39.463	1	0
0.041	13.695	13.571	0.326	0.161	140.47	0	0
0.047	4.695	13.639	0.251	0.24	122.516	0	0
0.208	9.85	13.992	0.818	0.324	55.128	1	1
0.029	9.265	13.84	0.23	0.161	166.169	0	1
0.012	4.7	13.92	0.192	0.079	28.896	0	0
0.246	3.367	14.56	0.966	0.324	84.544	0	0
0.031	9.159	14.367	0.21	0.187	18.879	1	0
0.065	13.326	14.53	0.359	0.23	115.981	0	0
0.08	2.147	14.668	0.683	0.15	58.626	0	0
0.033	1.535	14.794	0.234	0.18	121.271	1	1
0.028	13.509	14.813	0.197	0.181	38.955	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
