4.394	0.312	0.204	0.73	0.451	25	0	NaN	1
12.195	2.431	0.83	1.339	2.241	48	0	NaN	2
11.116	2.565	0.01	0.142	2.241	48	0	NaN	0
10.824	2.67	0.009	0.123	0	0	0	NaN	0
7.4	3.915	2.612	4.135	7.207	31	0	NaN	5
11.885	3.184	0.006	0.236	2.241	48	0	NaN	0
6.376	3.526	0.152	0.8	0.448	37	0	NaN	1
8.048	4.75	0.31	0.686	7.207	31	0	NaN	0
17.616	5.329	0.186	0.526	0.042	59	0	NaN	0
3.803	6.461	0.814	2.641	7.317	17	0	NaN	0
4.11	7.306	2.272	2.772	7.317	17	0	NaN	0
12.669	7.576	0.021	0.435	0.779	51	0	NaN	0
12.673	8.246	0.232	1.12	0.779	51	0	NaN	0
0.754	8.607	0.475	1.803	1.454	2	0	NaN	0
0.078	8.621	0.016	0.229	1.454	2	0	NaN	0
14.728	8.807	0.274	0.655	0.042	52	0	NaN	0
25.813	8.788	0.239	0.899	0.481	66	0	NaN	0
17.45	9.442	0.07	0.335	1.556	58	0	NaN	0
17.673	9.929	0.131	0.509	1.556	58	0	11.72	0
17.261	9.903	0.111	0.473	1.556	58	0	11.349	0
18.236	10.113	0.343	0.795	1.556	58	0	12.214	0
9.317	10.078	0.048	0.337	0.072	46	0	10.092	0
9.591	10.477	0.124	0.513	0.072	46	0	9.592	0
16.217	11.88	0.149	0.602	0.072	55	0	9.45	0
8.931	12.323	0.304	0.788	0.114	44	0	NaN	0
11.413	12.744	0.384	1.161	1.222	49	0	6.564	0
15.867	12.98	0.208	0.707	0.211	54	0	8.663	0
0.192	13.157	0.229	0.616	0.06	4	1	NaN	0
8.343	13.277	0.333	0.759	0.204	43	0	NaN	0
11.849	13.531	0.055	0.274	1.222	49	0	5.584	0
0.628	14.188	0.606	1.347	2.211	8	1	NaN	0
15.579	14.121	0.165	0.573	0.132	53	0	7.893	0
26.745	14.53	0.155	0.475	0	0	0	18.901	0
0.637	15.052	0.392	0.832	2.211	8	1	NaN	0
24.61	15.343	0.604	1.188	0.65	65	0	16.415	1
2.925	15.741	0.661	1.835	2.459	12	1	NaN	0
6.801	15.375	0.148	0.514	0.294	35	0	NaN	0
5.047	15.394	0.387	1.426	0.725	28	0	NaN	0
1.802	15.736	0.237	0.72	2.459	12	1	NaN	0
21.855	16.254	0.578	1.494	1.22	63	0	13.28	1
6.237	16.034	0.187	0.684	0.294	35	0	NaN	0
7.223	16.385	0.31	1.032	0.567	39	0	NaN	0
1.378	17.746	1.117	2.555	3.292	10	1	NaN	0
3.353	17.658	3.59	2.562	5.953	15	1	NaN	0
0.568	16.31	0.007	0.148	0.815	3	1	NaN	0
8.595	17.07	1.269	2.531	0	0	0	NaN	0
16.466	17.037	0.344	1.184	0.903	56	0	7.577	2
11.315	16.771	0.143	0.538	0.06	50	0	2.516	0
13.007	17.11	0.551	1.865	0	0	0	4.084	1
21.634	16.911	0.142	0.456	1.22	63	0	12.798	0
17.279	17.871	1.291	1.962	2.468	57	0	8.037	5
0.202	17.238	0.301	0.859	0.815	3	1	NaN	0
11.603	17.415	0.986	2.587	0.06	50	0	2.555	3
6.489	17.36	0.302	0.995	0.551	36	0	NaN	0
4.825	17.458	0.096	0.354	0.03	29	0	NaN	0
18.924	17.482	0.255	1.059	0.72	60	0	9.842	0
19.862	17.613	0.061	0.339	0.72	60	0	10.72	0
4.828	17.987	0.025	0.235	0.03	29	0	NaN	0
9.58	18.151	0.217	0.778	0.341	45	0	0.386	0
0.073	18.507	0.102	0.737	0.994	1	1	NaN	0
7.649	18.399	0.204	0.711	0.331	42	0	NaN	0
5.514	18.72	0.156	0.667	0.289	33	0	NaN	0
27.331	18.658	0.224	0.601	0.03	68	0	NaN	0
0.528	18.817	0.143	0.472	0.042	7	1	NaN	0
4.406	18.743	0.013	0.169	0.396	26	1	NaN	0
1.332	19.238	0.209	0.69	2.368	9	1	NaN	0
0.042	19.215	0.027	0.348	0.994	1	1	NaN	0
4.026	19.211	0.006	0.205	0.396	26	1	NaN	0
5.712	19.221	0.013	0.218	0.289	33	0	NaN	0
4.714	19.36	0.291	0.928	0.396	26	1	NaN	0
3.777	19.243	0.01	0.211	0.085	21	1	NaN	0
5.393	19.594	0.091	0.344	0.396	26	0	NaN	0
2.268	19.634	0.095	0.706	2.368	9	1	NaN	0
3.526	19.831	0.16	0.513	0.085	21	1	NaN	0
1.661	20.098	0.537	1.483	2.368	9	1	NaN	0
1.208	20.459	0.017	0.237	0.072	11	1	NaN	0
2.725	20.659	0.036	0.229	0.03	16	1	NaN	0
2.442	21.055	0.124	0.506	0.144	14	1	NaN	0
2.108	21.395	0.049	0.302	0.06	13	1	NaN	0
3.5	21.981	0.152	0.659	0.936	19	1	NaN	0
10.612	22.248	0.342	1	0.361	47	0	NaN	0
4.197	22.588	0.298	1.262	0.386	24	1	NaN	0
3.143	22.481	0.118	0.448	0.936	19	1	NaN	0
3.422	24.048	1.148	1.837	1.93	20	1	NaN	0
7.641	24.771	0.389	1.061	0.55	41	0	NaN	1
0.43	24.922	0.565	1.058	0.62	5	1	NaN	0
2.684	24.628	0.016	0.149	0.085	18	1	NaN	0
4.67	25.008	0.207	0.616	0.204	27	0	NaN	0
28.871	25.227	0.336	1.164	0.921	69	0	NaN	1
3.72	25.435	0.274	0.928	0.585	23	0	NaN	0
3.109	25.304	0.057	0.317	0.085	18	1	NaN	0
3.608	26.229	0.316	0.698	0.699	22	0	NaN	0
5.004	26.239	0.355	0.694	0.072	30	0	NaN	0
4.08	26.665	0.164	0.463	0.699	22	0	NaN	0
0.44	27.415	0.426	1.609	1.991	6	1	NaN	0
6.181	27.411	0.778	1.262	0.56	34	0	NaN	0
20.374	27.712	0.082	0.336	0	0	0	NaN	0
0.287	28.51	0.243	0.818	1.991	6	1	NaN	0
