 	Mean	X	Y
1	18	17.850	17.790
2	18	17.790	17.551
3	15	17.372	18.060
4	15	4.335	0.389
5	12	16.206	17.312
6	12	7.236	4.694
7	10	12.588	17.432
8	10	16.505	16.864
9	9	16.595	17.940
10	9	12.528	16.923
11	9	21.767	16.445
12	9	10.046	3.080
13	9	11.691	2.542
14	8	5.830	4.276
15	7	16.744	18.389
16	7	11.631	17.282
17	7	24.369	15.578
18	7	7.176	3.947
19	7	6.428	3.528
20	7	8.462	3.289
21	6	28.734	25.116
22	6	7.654	24.757
23	6	10.316	17.222
24	6	24.787	15.040
25	6	12.229	2.631
